finess_et;finess_ej;siret;nom;adresse;code_postal;ville;departement;statut_juridique;prix_chambre_simple_jour;cotation_has;nb_red_flags;alerte_gouvernance;contentieux_judiciaire;source_finess;source_cnsa;source_has;source_alimconfiance;url_fiche_seniorvigil
910000710;910700236;26910244800017;EHPAD FILE ETOUPE;1 SQ THIBAULT;91312;MONTLHERY CEDEX;91;Non renseigné;100.0;;0;Non;Non;Oui;Oui;Non;Oui;https://seniorvigil.com/ehpad/ehpad-file-etoupe-91/
940001043;940022379;26940137800022;EHPAD FONDATION FAVIER AMBOILE;26 RTE DE PROVINS;94490;ORMESSON SUR MARNE;94;Non renseigné;;A;0;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-fondation-favier-amboile-94/
940001043;940018963;26940137800089;EHPAD FONDATION FAVIER LE CHEMIN VERT;7 R CONDORCET;94880;NOISEAU;94;Non renseigné;;A;0;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-fondation-favier-le-chemin-vert-94/
940001043;940712797;26940137800097;EHPAD FONDATION FAVIER LEPOUTRE;5 RUE EMILE ZOLA;94130;NOGENT SUR MARNE;94;Non renseigné;;A;0;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-fondation-favier-lepoutre-94/
940001043;940710122;26940137800022;EHPAD FONDATION FAVIER VAL DE MARNE;1 R DU 136E DE LIGNE;94360;BRY SUR MARNE;94;Non renseigné;;A;0;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-fondation-favier-val-de-marne-94/
940001126;940714660;78833727700016;EHPAD FONDATION GOURLET BONTEMPS;117 AV DU 8 MAI 1945;94170;LE PERREUX SUR MARNE;94;Non renseigné;;B;1;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-fondation-gourlet-bontemps-94/
920710647;920710399;78531687800012;EHPAD FONDATION LAMBRECHTS;44 R DE FONTENAY;92320;CHATILLON;92;Non renseigné;;;1;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-fondation-lambrechts-92/
750720609;930027073;77567216500682;EHPAD FONDATION LEOPOLD BELLAN;6 R DES COUDES CORNETTES;93230;ROMAINVILLE;93;Non renseigné;;;0;Non;Non;Oui;Non;Non;Non;https://seniorvigil.com/ehpad/ehpad-fondation-leopold-bellan-93/
750803686;750800666;78465547400012;EHPAD FOYER DES ISRAELITES REFUGIES;5 R DE VARIZE;75016;PARIS;75;Non renseigné;;C;2;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-foyer-des-israelites-refugies-75/
920028560;940011109;43997564001408;EHPAD GABRIELLE D ESTREES;26 R GABRIEL PERI;94220;CHARENTON LE PONT;94;Non renseigné;88.2;;0;Non;Non;Oui;Oui;Non;Oui;https://seniorvigil.com/ehpad/ehpad-gabrielle-d-estrees-94/
910002773;910800978;26910004600029;EHPAD GALIGNANI;15 BD HENRI DUNANT;91100;CORBEIL ESSONNES;91;Non renseigné;;;0;Non;Non;Oui;Non;Non;Non;https://seniorvigil.com/ehpad/ehpad-galignani-91/
910020510;910020924;20003446000077;EHPAD GENEVIEVE DE GAULLE ANTHONIOZ;24 R DU BARON DE NIVIERE;91140;VILLEBON SUR YVETTE;91;Non renseigné;;B;1;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-genevieve-de-gaulle-anthonioz-91/
750057291;750803769;80826970800158;EHPAD GRENELLE;3 AV DELECOURT;75015;PARIS;75;Non renseigné;;B;1;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-grenelle-75/
750720492;910701382;77566653000230;EHPAD GUTIERREZ DE ESTRADA;28 AV DE BELLEVUE;91800;BRUNOY;91;Non renseigné;94.38;C;3;Non;Non;Oui;Oui;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-gutierrez-de-estrada-91/
750720583;940712110;26750004900080;EHPAD HARMONIE;2 PL CHARLES LOUIS;94470;BOISSY ST LEGER;94;Non renseigné;;C;3;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-harmonie-94/
910027655;910700244;;EHPAD HAUTEFEUILLE;45 R DES NOBLETS;91770;ST VRAIN;91;Non renseigné;;C;2;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-hautefeuille-91/
570010173;930021084;77561815000814;EHPAD HECTOR BERLIOZ;12 R HECTOR BERLIOZ;93000;BOBIGNY;93;Non renseigné;;A;0;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-hector-berlioz-93/
940001068;940711237;26940101400049;EHPAD HECTOR MALOT MRI;74 AV DE STALINGRAD;94120;FONTENAY SOUS BOIS;94;Non renseigné;;A;0;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-hector-malot-mri-94/
950013870;950802686;26950472600044;EHPAD HENRI WALLON;14 R DE SAINT PRIX;95600;EAUBONNE;95;Non renseigné;;A;0;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-henri-wallon-95/
780001236;780800876;26780580200100;EHPAD HERVIEUX;7 R DU BEAUREGARD;78300;POISSY;78;Non renseigné;;B;1;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-hervieux-78/
780024113;780805966;;EHPAD HOP GERONTO MS PLAISIR GRIGNON;220 R MANSART;78375;PLAISIR CEDEX;78;Non renseigné;;;0;Non;Non;Oui;Non;Non;Non;https://seniorvigil.com/ehpad/ehpad-hop-geronto-ms-plaisir-grignon-78/
750721029;910810795;77567626500330;EHPAD HOVIA ATHIS MONS;143 R ROBERT SCHUMANN;91200;ATHIS MONS;91;Non renseigné;;;0;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-hovia-athis-mons-91/
750721029;910000231;77567626500355;EHPAD HOVIA QUINCY SOUS SENART;56 R MERE MARIA PIA;91480;QUINCY SOUS SENART;91;Non renseigné;;;0;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-hovia-quincy-sous-senart-91/
780110078;780700985;26780271800036;EHPAD HYACINTHE RICHAUD;80 BD DE LA REINE;78011;VERSAILLES CEDEX;78;Non renseigné;;;0;Non;Non;Oui;Non;Non;Non;https://seniorvigil.com/ehpad/ehpad-hyacinthe-richaud-78/
780000782;780700969;20004410500019;EHPAD INTERCOMMUNAL LES OISEAUX;17 R DU LIEUTENANT ROUSSELOT;78500;SARTROUVILLE;78;Non renseigné;;;0;Non;Non;Oui;Non;Non;Non;https://seniorvigil.com/ehpad/ehpad-intercommunal-les-oiseaux-78/
950110080;950000372;26950015300425;EHPAD J-B CARTRY SITE DE MARINES;12 BD GAMBETTA;95640;MARINES;95;Non renseigné;;;0;Non;Non;Oui;Non;Non;Non;https://seniorvigil.com/ehpad/ehpad-j-b-cartry-site-de-marines-95/
750005068;950781500;;EHPAD JACQUES ACHARD;36 R DU COLONEL FABIEN;95670;MARLY LA VILLE;95;Non renseigné;79.46;B;1;Non;Non;Oui;Oui;Oui;Non;https://seniorvigil.com/ehpad/ehpad-jacques-achard-95/
750720583;750823965;26750004902342;EHPAD JARDIN DES PLANTES;18 R POLIVEAU;75005;PARIS;75;Non renseigné;;;1;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-jardin-des-plantes-75/
910020510;910040054;20003446000085;EHPAD JEAN SARRAN;15 R DE L'ERMITAGE;91410;DOURDAN;91;Non renseigné;;C;2;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-jean-sarran-91/
950013870;950805796;26950472600150;EHPAD JEANNE CALLAREC;45 AV CHARLES DE GAULLE;95160;MONTMORENCY;95;Non renseigné;;B;1;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-jeanne-callarec-95/
750005068;950805986;;EHPAD JULES FOSSIER;3 R DEMAISON;95380;LOUVRES;95;Non renseigné;76.34;B;1;Non;Non;Oui;Oui;Oui;Non;https://seniorvigil.com/ehpad/ehpad-jules-fossier-95/
920110053;920803681;26920133100072;EHPAD JULIA STELL;2 R CHARLES DROT;92500;RUEIL MALMAISON;92;Non renseigné;116.13;;0;Non;Non;Oui;Oui;Non;Non;https://seniorvigil.com/ehpad/ehpad-julia-stell-92/
920030186;780822052;81779709500657;EHPAD JULIETTE VICTOR;13 R DES FONDS;78350;JOUY EN JOSAS;78;Non renseigné;105.37;;0;Non;Non;Oui;Oui;Non;Oui;https://seniorvigil.com/ehpad/ehpad-juliette-victor-78/
750056335;930816301;34117411800057;EHPAD KORIAN BONISIACA;5 R RENE CHAR;93140;BONDY;93;Non renseigné;;A;0;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-korian-bonisiaca-93/
250018082;750041527;42120086600026;EHPAD KORIAN BRUNE;117 BD BRUNE;75014;PARIS;75;Non renseigné;;B;1;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-korian-brune-75/
250018686;920033032;;EHPAD KORIAN CASTEL VOLTAIRE;AV DE LA DIVISION LECLERC;92320;CHATILLON;92;Non renseigné;;B;1;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-korian-castel-voltaire-92/
250015658;750809220;42121627600152;EHPAD KORIAN CHAMP DE MARS;64 R DE LA FEDERATION;75015;PARIS;75;Non renseigné;246.5;A;1;Non;Non;Oui;Oui;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-korian-champ-de-mars-75/
910001726;910806074;32725840600013;EHPAD KORIAN CHATEAU DE LORMOY;47 RTE DE LORMOY;91310;LONGPONT SUR ORGE;91;Non renseigné;119.0;A;0;Non;Non;Oui;Oui;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-korian-chateau-de-lormoy-91/
750056335;910019025;34117411801097;EHPAD KORIAN COTEAUX DE L YVETTE;1 R DE LA GUYONNERIE;91440;BURES SUR YVETTE;91;Non renseigné;140.5;B;1;Non;Non;Oui;Oui;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-korian-coteaux-de-l-yvette-91/
250018215;920816436;40875375400022;EHPAD KORIAN FLORIAN CARNOT;100 AV ARISTIDE BRIAND;92160;ANTONY;92;Non renseigné;;;0;Non;Non;Oui;Non;Non;Non;https://seniorvigil.com/ehpad/ehpad-korian-florian-carnot-92/
750056335;920024957;34117411801196;EHPAD KORIAN GALLIERA;104 AV HENRI BARBUSSE;92140;CLAMART;92;Non renseigné;137.0;;0;Non;Non;Oui;Oui;Non;Oui;https://seniorvigil.com/ehpad/ehpad-korian-galliera-92/
250018512;950807545;39781951700012;EHPAD KORIAN HAUTS D ANDILLY;4 R PHILIPPE LE BEL;95580;ANDILLY;95;Non renseigné;;;0;Non;Non;Oui;Non;Non;Non;https://seniorvigil.com/ehpad/ehpad-korian-hauts-d-andilly-95/
250015658;920015468;42121627600319;EHPAD KORIAN HAUTS DE JARDY;1 ALL DES LAURIERS;92420;VAUCRESSON;92;Non renseigné;160.0;;0;Non;Non;Oui;Oui;Non;Oui;https://seniorvigil.com/ehpad/ehpad-korian-hauts-de-jardy-92/
250015658;750004020;42121627600186;EHPAD KORIAN JARDINS D ALESIA;187 AV DU MAINE;75014;PARIS;75;Non renseigné;188.0;C;2;Non;Non;Oui;Oui;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-korian-jardins-d-alesia-75/
750056335;910813120;34117411800495;EHPAD KORIAN JARDINS DE SERENA;26 R DU VIVIER;91750;CHAMPCUEIL;91;Non renseigné;127.5;A;0;Non;Non;Oui;Oui;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-korian-jardins-de-serena-91/
250018686;920028982;37815842200311;EHPAD KORIAN L IMPERIAL;8 R DE MANTES;92700;COLOMBES;92;Non renseigné;;;0;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-korian-l-imperial-92/
250015658;950808956;42121627600053;EHPAD KORIAN LA CROISEE BLEUE;2 R HENRI BARBUSSE;95600;EAUBONNE;95;Non renseigné;129.0;;0;Non;Non;Oui;Oui;Non;Oui;https://seniorvigil.com/ehpad/ehpad-korian-la-croisee-bleue-95/
750056335;770815827;34117411801832;EHPAD KORIAN LA DETENTE;5 R DU LIMONET;77400;DAMPMART;77;Non renseigné;;A;0;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-korian-la-detente-77/
750056335;930023155;34117411801311;EHPAD KORIAN LAURIERS DE PLAISANCE;104 AV DU MARECHAL FOCH;93360;NEUILLY PLAISANCE;93;Non renseigné;;A;1;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-korian-lauriers-de-plaisance-93/
750056335;950002261;34117411800370;EHPAD KORIAN LE COTTAGE;11 R JEAN BOUIN;95100;ARGENTEUIL;95;Non renseigné;;;0;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-korian-le-cottage-95/
750056335;910701614;34117411801444;EHPAD KORIAN LE FLORE;8 R RENE CASSIN;91230;MONTGERON;91;Non renseigné;;A;0;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-korian-le-flore-91/
910000959;910701580;97120166000026;EHPAD KORIAN LE GATINAIS;1 R DE LA FERTE ALAIS;91720;MAISSE;91;Non renseigné;110.5;A;0;Non;Non;Oui;Oui;Oui;Non;https://seniorvigil.com/ehpad/ehpad-korian-le-gatinais-91/
750056335;930816285;34117411800065;EHPAD KORIAN LE TULIPIER;16 R MARCELLIN BERTHELOT;93110;ROSNY SOUS BOIS;93;Non renseigné;127.0;A;0;Non;Non;Oui;Oui;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-korian-le-tulipier-93/
750056335;750828709;34117411800115;EHPAD KORIAN LES AMANDIERS;5 R DES CENDRIERS;75020;PARIS;75;Non renseigné;164.5;B;1;Non;Non;Oui;Oui;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-korian-les-amandiers-75/
250018611;750003360;40323152500029;EHPAD KORIAN LES ARCARDES;116 AV DAUMESNIL;75012;PARIS;75;Non renseigné;169.5;A;0;Non;Non;Oui;Oui;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-korian-les-arcardes-75/
750056335;930021522;34117411800859;EHPAD KORIAN LES CEDRES;30 AV DE LA STATION;93250;VILLEMOMBLE;93;Non renseigné;;B;1;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-korian-les-cedres-93/
250018918;940800691;48807252100021;EHPAD KORIAN LES LIERRES;19 R DU BAC;94170;LE PERREUX SUR MARNE;94;Non renseigné;;;0;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-korian-les-lierres-94/
750056335;950807271;34117411800073;EHPAD KORIAN LES MERLETTES;206 AV DE LA DIVISION LECLERC;95200;SARCELLES;95;Non renseigné;85.81;;0;Non;Non;Oui;Oui;Non;Oui;https://seniorvigil.com/ehpad/ehpad-korian-les-merlettes-95/
250015658;920024106;42121627600244;EHPAD KORIAN LES SARMENTS;36 R CARNOT;92150;SURESNES;92;Non renseigné;;;0;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-korian-les-sarments-92/
250015658;920813094;;EHPAD KORIAN LES TYBILLES;1 R DES TYBILLES;92190;MEUDON;92;Non renseigné;;;0;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-korian-les-tybilles-92/
250018025;750038564;41444562700022;EHPAD KORIAN MAGENTA;54 R DES VINAIGRIERS;75010;PARIS;75;Non renseigné;172.5;A;0;Non;Non;Oui;Oui;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-korian-magenta-75/
250018686;930703012;37815842200188;EHPAD KORIAN MARISOL;33 AV LEON JOUHAUX;93270;SEVRAN;93;Non renseigné;108.0;B;1;Non;Non;Oui;Oui;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-korian-marisol-93/
250015658;750832586;42121627600277;EHPAD KORIAN MONCEAU;26 R MEDERIC;75017;PARIS;75;Non renseigné;209.5;A;1;Non;Non;Oui;Oui;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-korian-monceau-75/
750056335;950009258;34117411801071;EHPAD KORIAN MONTFRAIS;35 R DU CHEMIN NEUF;95130;FRANCONVILLE LA GARENNE;95;Non renseigné;139.0;;0;Non;Non;Oui;Oui;Non;Oui;https://seniorvigil.com/ehpad/ehpad-korian-montfrais-95/
750056335;770015774;34117411800537;EHPAD KORIAN PARC AUX CHENES;2 R DES AIRELLES;77240;CESSON;77;Non renseigné;;;0;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-korian-parc-aux-chenes-77/
750056335;920804028;34117411800339;EHPAD KORIAN SAINT CHARLES;99 R HOUDAN;92330;SCEAUX;92;Non renseigné;;;0;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-korian-saint-charles-92/
750056335;750831216;34117411800149;EHPAD KORIAN SAINT SIMON;121 R D AVRON;75020;PARIS;75;Non renseigné;159.5;A;0;Non;Non;Oui;Oui;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-korian-saint-simon-75/
750056335;770803419;34117411801063;EHPAD KORIAN SAINTE GENEVIEVE;1 PL DE L EGLISE;77850;HERICY;77;Non renseigné;96.0;A;0;Non;Non;Oui;Oui;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-korian-sainte-genevieve-77/
750056335;920813797;34117411800172;EHPAD KORIAN VILLA IMPERATRICE;29 BD SOLFERINO;92500;RUEIL MALMAISON;92;Non renseigné;;;0;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-korian-villa-imperatrice-92/
250018686;940802937;37815842200295;EHPAD KORIAN VILLA SAINT- HILAIRE;40 AV CAFFIN;94214;LA VARENNE ST HILAIRE CEDE;94;Non renseigné;;C;2;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-korian-villa-saint-hilaire-94/
250015658;930810387;42121627600111;EHPAD KORIAN VILLA VICTORIA;R DU DR JEAN VAQUIER;93160;NOISY LE GRAND;93;Non renseigné;136.0;A;1;Non;Non;Oui;Oui;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-korian-villa-victoria-93/
750056335;780823423;34117411800099;EHPAD L ILE DE MIGNEAUX;52 R DE VILLIERS;78300;POISSY;78;Non renseigné;139.5;;0;Non;Non;Oui;Oui;Non;Oui;https://seniorvigil.com/ehpad/ehpad-l-ile-de-migneaux-78/
750812844;940012339;77567826100162;EHPAD L ORANGERIE;10 R FOUILLOUX;94200;IVRY SUR SEINE;94;Non renseigné;;B;1;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-l-orangerie-94/
690033899;770814093;39246926800131;EHPAD L OREE DU BOIS;3 R GUSTAVE BAUDOIN;77590;BOIS LE ROI;77;Non renseigné;102.0;A;0;Non;Non;Oui;Oui;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-l-oree-du-bois-77/
330050899;930816293;34117411800040;EHPAD L'EPERVIER;39 R DU COMMANDANT ROLLAND;93350;LE BOURGET;93;Non renseigné;;B;1;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-l-epervier-93/
930023130;930023148;;EHPAD L'ILE DE LA MARNE;17 R DE LA CROIX BICHE;93160;NOISY LE GRAND;93;Non renseigné;;;0;Non;Non;Oui;Non;Non;Non;https://seniorvigil.com/ehpad/ehpad-l-ile-de-la-marne-93/
770001154;770815579;39830264600060;EHPAD LA CARAVELLE;7 R DU BOURGET;77165;ST SOUPPLETS;77;Non renseigné;93.59;;0;Non;Non;Oui;Oui;Non;Oui;https://seniorvigil.com/ehpad/ehpad-la-caravelle-77/
780020715;940801343;;EHPAD LA CASCADE;5 R DE L EMBARCADERE;94170;LE PERREUX SUR MARNE;94;Non renseigné;;;0;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-la-cascade-94/
930816277;930460019;78553436300011;EHPAD LA CERISAIE;18 AV JEAN JAURES;93220;GAGNY;93;Non renseigné;;;0;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-la-cerisaie-93/
950001180;950802520;31648779200012;EHPAD LA CERISAIE;4 R DU LUXEMBOURG;95160;MONTMORENCY;95;Non renseigné;114.0;A;1;Non;Non;Oui;Oui;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-la-cerisaie-95/
770000537;770700961;26770026800019;EHPAD LA CHOCOLATIERE;GR ALLEE DES IMPRESSIONNISTES;77186;NOISIEL;77;Non renseigné;;B;1;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-la-chocolatiere-77/
940017304;910803477;38324753300086;EHPAD LA CITADINE;11 AV ST MARC;91300;MASSY;91;Non renseigné;;;0;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-la-citadine-91/
750721029;930007109;77567626500439;EHPAD LA COLOMBE;44 R HENRI LONGATTE;93700;DRANCY;93;Non renseigné;;C;2;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-la-colombe-93/
950001164;950802504;43399467000035;EHPAD LA COMMANDERIE DES HOSPITALIERS;161 AV DE LA DIVISION LECLERC;95880;ENGHIEN LES BAINS;95;Non renseigné;110.0;A;1;Non;Non;Oui;Oui;Oui;Non;https://seniorvigil.com/ehpad/ehpad-la-commanderie-des-hospitaliers-95/
750721029;930019369;77567626500488;EHPAD LA COURNEUVE JEAN VIOLLET;10 R SUZANNE MASSON;93120;LA COURNEUVE;93;Non renseigné;;C;2;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-la-courneuve-jean-viollet-93/
940070071;940022049;26940118800108;EHPAD LA CRISTOLIENNE;4 AV DU CHEMIN DE MESLY;94000;CRETEIL;94;Non renseigné;;B;1;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-la-cristolienne-94/
750070732;770015196;91018347400063;EHPAD LA FERME DU MARAIS;565 AV DU MARCHE MARAIS;77350;LE MEE SUR SEINE;77;Non renseigné;89.0;A;0;Non;Non;Oui;Oui;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-la-ferme-du-marais-77/
910001890;910815281;40075819900014;EHPAD LA FONTAINE  MEDICIS;9 R JEAN DE LA FONTAINE;91250;ST GERMAIN LES CORBEIL;91;Non renseigné;;A;0;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-la-fontaine-medicis-91/
780027355;780825675;39432914800032;EHPAD LA FONTAINE MEDICIS;20 R DES PRES;78711;MANTES LA VILLE;78;Non renseigné;;;0;Non;Non;Oui;Non;Non;Non;https://seniorvigil.com/ehpad/ehpad-la-fontaine-medicis-78/
940017304;770803377;38324753300177;EHPAD LA FORESTIERE;95 R DE LA MAIRIE;77630;ARBONNE LA FORET;77;Non renseigné;;B;1;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-la-forestiere-77/
750814972;770802718;77567665300022;EHPAD LA GARENNE;46 RTE D EGREVILLE;77460;SOUPPES SUR LOING;77;Non renseigné;;C;2;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-la-garenne-77/
750710428;770802726;77568109100044;EHPAD LA GUETTE;;77174;VILLENEUVE ST DENIS;77;Non renseigné;;;0;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-la-guette-77/
920028560;770802775;43997564000467;EHPAD LA HOUSSAIE;33 R DU PETIT HUET;77640;JOUARRE;77;Non renseigné;;B;1;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-la-houssaie-77/
920030152;920006889;;EHPAD LA JONCHERE;25 CHE DE LA JONCHERE;92500;RUEIL MALMAISON;92;Non renseigné;130.0;;0;Non;Non;Oui;Oui;Non;Oui;https://seniorvigil.com/ehpad/ehpad-la-jonchere-92/
250018686;770003069;37815842200071;EHPAD LA MAGDELEINE;CHE DU COTTERET;77910;VARREDDES;77;Non renseigné;;B;1;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-la-magdeleine-77/
940004088;930021308;32364952500397;EHPAD LA MAISON DE L EGLANTIER;58 AV G ANTHONIOZ DE GAULLE;93140;BONDY;93;Non renseigné;;;0;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-la-maison-de-l-eglantier-93/
940004088;920015559;32364952500256;EHPAD LA MAISON DE L ERABLE ARGENTE;362 AV DU GENERAL DE GAULLE;92140;CLAMART;92;Non renseigné;;;0;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-la-maison-de-l-erable-argente-92/
940017304;940814429;38324753300110;EHPAD LA MAISON DE LA BIEVRE;11 R MOULIN DE CACHAN;94230;CACHAN;94;Non renseigné;;;0;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-la-maison-de-la-bievre-94/
940004088;940014988;;EHPAD LA MAISON DE LA CHANTEREINE;4 ALL DES LILAS;94600;CHOISY LE ROI;94;Non renseigné;;B;1;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-la-maison-de-la-chantereine-94/
940004088;910013929;32364952500579;EHPAD LA MAISON DE LA CHATAIGNERAIE;35 R DU CHEMIN ROYAL;91310;LEUVILLE SUR ORGE;91;Non renseigné;;A;0;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-la-maison-de-la-chataigneraie-91/
750812158;770420040;77565711700021;EHPAD LA MAISON DES ARTISTES;30 AV CONSTANT COQUELIN;77860;COUILLY PONT AUX DAMES;77;Non renseigné;;;0;Non;Non;Oui;Non;Non;Non;https://seniorvigil.com/ehpad/ehpad-la-maison-des-artistes-77/
940004088;910013879;32364952500553;EHPAD LA MAISON DES CLEMATITES;44 R DE LA DAUPHINE;91100;CORBEIL ESSONNES;91;Non renseigné;;A;1;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-la-maison-des-clematites-91/
940004088;920006798;32364952500314;EHPAD LA MAISON DES CYTISES;23 R JAFFEUX;92230;GENNEVILLIERS;92;Non renseigné;100.0;C;2;Non;Non;Oui;Oui;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-la-maison-des-cytises-92/
940004088;930021316;32364952500488;EHPAD LA MAISON DES GLYCINES;3 R RIGAUD;93350;LE BOURGET;93;Non renseigné;;;0;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-la-maison-des-glycines-93/
940017304;930021043;38324753300219;EHPAD LA MAISON DES LUMIERES;129 AV DU PRESIDENT WILSON;93210;ST DENIS;93;Non renseigné;;;0;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-la-maison-des-lumieres-93/
940004088;910015148;32364952500561;EHPAD LA MAISON DES MERISIERS;25 AV DU DOCTEUR ROUX;91390;MORSANG SUR ORGE;91;Non renseigné;;B;1;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-la-maison-des-merisiers-91/
940017304;920022571;38324753300128;EHPAD LA MAISON DES POETES;73 R LOUIS GIRARD;92240;MALAKOFF;92;Non renseigné;;;0;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-la-maison-des-poetes-92/
