finess_et;finess_ej;siret;nom;adresse;code_postal;ville;departement;statut_juridique;prix_chambre_simple_jour;cotation_has;nb_red_flags;alerte_gouvernance;contentieux_judiciaire;source_finess;source_cnsa;source_has;source_alimconfiance;url_fiche_seniorvigil
690003728;930460092;42157582000152;EHPAD SAINT JOSEPH;23 R ROGER SALENGRO;93160;NOISY LE GRAND;93;Non renseigné;;;0;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-saint-joseph-93/
950110080;950801449;26950015300243;EHPAD SAINT LAURENT HOPITAL NOVO;20 R EDMOND TURCQ;95260;BEAUMONT SUR OISE;95;Etablissement public de santé;;;0;Non;Non;Oui;Non;Non;Non;https://seniorvigil.com/ehpad/ehpad-saint-laurent-hopital-novo-95/
750056368;780700746;78566823700262;EHPAD SAINT LOUIS;24 R DU MARECHAL JOFFRE;78000;VERSAILLES;78;Non renseigné;;;0;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-saint-louis-78/
950110080;950801621;26950015300045;EHPAD SAINT LOUIS;2 BD DE L HOPITAL;95300;PONTOISE;95;Non renseigné;;;0;Non;Non;Oui;Non;Non;Non;https://seniorvigil.com/ehpad/ehpad-saint-louis-95/
620018937;940802515;41982337200075;EHPAD SAINT PIERRE;5 R D YERRES;94440;VILLECRESNES;94;Non renseigné;;C;2;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-saint-pierre-94/
750721029;930816905;77567626500231;EHPAD SAINT VINCENT DE PAUL;49 R SAINT DENIS;93400;ST OUEN SUR SEINE;93;Non renseigné;;C;2;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-saint-vincent-de-paul-93/
750712341;930707286;78480968300054;EHPAD SAINT VINCENT DE PAUL STAINS;6 R DU REPOS;93240;STAINS;93;Non renseigné;;B;1;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-saint-vincent-de-paul-stains-93/
750057291;950002030;80826970800174;EHPAD SAINTE GENEVIEVE;67 R L EGLISE;95150;TAVERNY;95;Non renseigné;;A;0;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-sainte-genevieve-95-950002030/
750057291;950807479;80826970800174;EHPAD SAINTE GENEVIEVE;140 R MARECHAL FOCH;95150;TAVERNY;95;Non renseigné;;;0;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-sainte-genevieve-95-950807479/
750058844;930460100;48026601400210;EHPAD SAINTE MARTHE;1 R DU LIEUTENANT LEBRUN;93000;BOBIGNY;93;Non renseigné;;A;1;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-sainte-marthe-93/
750803678;750800567;77568298200043;EHPAD SAINTE MONIQUE;66 R DES PLANTES;75674;PARIS CEDEX 14;75;Non renseigné;;B;2;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-sainte-monique-75/
750720583;750721573;26750004900411;EHPAD SARA WEILL-RAYNAL;180 R PELLEPORT;75020;PARIS;75;Non renseigné;;B;2;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-sara-weill-raynal-75/
930025515;920021268;79295696300021;EHPAD SOLEMNES;39 R MARCEAU;92400;COURBEVOIE;92;Non renseigné;;B;1;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-solemnes-92/
780002028;930020078;44452315300062;EHPAD SOLEMNES;9 ALL DES TILLEULS;93290;TREMBLAY EN FRANCE;93;Non renseigné;;C;2;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-solemnes-93/
780002028;950004929;44452315300039;EHPAD SOLEMNES;11 R DE LA PAPETERIE;95610;ERAGNY SUR OISE;95;Non renseigné;;B;1;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-solemnes-95/
750058844;930460118;48026601400244;EHPAD ST ANTOINE DE PADOUE;11 R TRIPIER;93130;NOISY LE SEC;93;Non renseigné;88.25;B;1;Non;Non;Oui;Oui;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-st-antoine-de-padoue-93/
920001302;920710431;26920100000016;EHPAD STE EMILIE;81 AV A SCHNEIDER;92140;CLAMART;92;Non renseigné;;;0;Non;Non;Oui;Non;Non;Non;https://seniorvigil.com/ehpad/ehpad-ste-emilie-92/
750056368;920710852;78566823700080;EHPAD STE GENEVIEVE;60 R HENRI BARBUSSE;92000;NANTERRE;92;Non renseigné;;B;1;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-ste-genevieve-92/
750721334;780702676;77567227207566;EHPAD STEPHANIE;1 R BORDIN;78500;SARTROUVILLE;78;Non renseigné;;C;3;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-stephanie-78/
910002658;920710670;44058349000022;EHPAD SUISSE REPOTEL;23 AV JEAN JAURES;92130;ISSY LES MOULINEAUX;92;Non renseigné;127.0;A;1;Non;Non;Oui;Oui;Oui;Non;https://seniorvigil.com/ehpad/ehpad-suisse-repotel-92/
910015288;910806215;35325460000029;EHPAD TAMIAS;18 R DE BOUSSY;91480;QUINCY SOUS SENART;91;Non renseigné;106.0;B;1;Non;Non;Oui;Oui;Oui;Non;https://seniorvigil.com/ehpad/ehpad-tamias-91/
920030152;950806984;40125156600592;EHPAD VAL DE FRANCE;5 R ROBERT DESNOS;95332;DOMONT CEDEX;95;Non renseigné;;A;1;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-val-de-france-95/
770000891;770803534;41350740100037;EHPAD VILLA BAUCIS FONTAINEBLEAU;7 R DU DOCTEUR MATRY;77300;FONTAINEBLEAU;77;Non renseigné;;;0;Non;Non;Oui;Non;Non;Non;https://seniorvigil.com/ehpad/ehpad-villa-baucis-fontainebleau-77/
920002110;920017308;45381351100046;EHPAD VILLA BEAU SOLEIL CHAVILLE;32 AV DE LA RESISTANCE;92370;CHAVILLE;92;Non renseigné;182.0;;0;Non;Non;Oui;Oui;Non;Non;https://seniorvigil.com/ehpad/ehpad-villa-beau-soleil-chaville-92/
920002110;920803996;39317711800014;EHPAD VILLA BEAUSOLEIL;64 R GABRIEL PERI;92120;MONTROUGE;92;Non renseigné;;;0;Non;Non;Oui;Non;Non;Non;https://seniorvigil.com/ehpad/ehpad-villa-beausoleil-92/
920002110;950780551;48771507000057;EHPAD VILLA BEAUSOLEIL;1 R LEOPOLD MOURIER;95240;CORMEILLES EN PARISIS;95;Non renseigné;;;0;Non;Non;Oui;Non;Non;Non;https://seniorvigil.com/ehpad/ehpad-villa-beausoleil-95/
920026283;930023163;;EHPAD VILLA BEAUSOLEIL DRANCY;12 R LOUIS DELPLACE;93700;DRANCY;93;Non renseigné;;A;0;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-villa-beausoleil-drancy-93/
920026499;920026507;50769374500022;EHPAD VILLA BORGHESE;8 R PAUL NAPOLEON ROINARD;92400;COURBEVOIE;92;Non renseigné;;C;3;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-villa-borghese-92/
920002235;920804887;32572376500021;EHPAD VILLA CAROLINE;22 R JEANNE D ARC;92230;GENNEVILLIERS;92;Non renseigné;;A;0;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-villa-caroline-92/
440049252;940022205;52926406100142;EHPAD VILLA CAUDACIENNE;2 ALL DU DOCTEUR GINETTE AMADO;94510;LA QUEUE EN BRIE;94;Non renseigné;;;0;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-villa-caudacienne-94/
920024528;920803103;50872762500016;EHPAD VILLA CONCORDE;21 R DE LA CONCORDE;92600;ASNIERES SUR SEINE;92;Non renseigné;;;0;Non;Non;Oui;Non;Non;Non;https://seniorvigil.com/ehpad/ehpad-villa-concorde-92/
440049252;780000204;52926406100035;EHPAD VILLA D EPIDAURE;34 AV DE LA JONCHERE;78170;LA CELLE ST CLOUD;78;Non renseigné;;A;0;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-villa-d-epidaure-78/
940017304;750057101;38324753300318;EHPAD VILLA DANIELLE TORELLI;31 R OLIVIER DE SERRES;75015;PARIS;75;Non renseigné;;;0;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-villa-danielle-torelli-75/
920030152;920815750;40125156602044;EHPAD VILLA GARLANDE;16 AV GARLANDE;92220;BAGNEUX;92;Non renseigné;125.0;B;1;Non;Non;Oui;Oui;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-villa-garlande-92/
950001214;950802553;34964190200011;EHPAD VILLA JEANNE D ARC;8 R NOTRE DAME;95160;MONTMORENCY;95;Non renseigné;;;0;Non;Non;Oui;Non;Non;Non;https://seniorvigil.com/ehpad/ehpad-villa-jeanne-d-arc-95/
750001547;750800658;57221604200018;EHPAD VILLA JULES JANIN;10 AV JULES JANIN;75016;PARIS;75;Non renseigné;;;0;Non;Non;Oui;Non;Non;Non;https://seniorvigil.com/ehpad/ehpad-villa-jules-janin-75/
780032314;780701769;;EHPAD VILLA LAFFITTE;85 R DU PRESIDENT ROOSEVELT;78500;SARTROUVILLE;78;Non renseigné;;;0;Non;Non;Oui;Non;Non;Non;https://seniorvigil.com/ehpad/ehpad-villa-laffitte-78/
750039109;750017808;45059294400026;EHPAD VILLA LECOURBE;286 R LECOURBE;75015;PARIS;75;Non renseigné;;;0;Non;Non;Oui;Non;Non;Non;https://seniorvigil.com/ehpad/ehpad-villa-lecourbe-75/
920043122;920017639;47808132600025;EHPAD VILLA MEDICIS;129 R DES BAS;92600;ASNIERES SUR SEINE;92;Non renseigné;;;0;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-villa-medicis-92/
250018595;780826038;40106448000023;EHPAD VILLA PEGASE;5 AV FAVART;78600;MAISONS LAFFITTE;78;Non renseigné;145.5;;0;Non;Non;Oui;Oui;Non;Non;https://seniorvigil.com/ehpad/ehpad-villa-pegase-78/
250015658;780822466;42121627600095;EHPAD VILLA SAINT ANTOINE;16 BD SAINT ANTOINE;78150;LE CHESNAY ROCQUENCOURT;78;Non renseigné;;;0;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-villa-saint-antoine-78/
920030152;780824884;40125156600139;EHPAD VILLAGE SENIOR SAINT REMY;66 CHE DE LA CHAPELLE;78470;ST REMY LES CHEVREUSE;78;Non renseigné;135.0;B;1;Non;Non;Oui;Oui;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-village-senior-saint-remy-78/
690033899;950802066;39246926800081;EHPAD YVONNE DE GAULLE;55 AV DES MARAIS;95130;FRANCONVILLE LA GARENNE;95;Non renseigné;;A;0;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-yvonne-de-gaulle-95/
750049322;920026556;52225237800024;EPHAD MAISON SOINS ET REPOS;15 R RAYMOND MARCHERON;92170;VANVES;92;Non renseigné;;C;2;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ephad-maison-soins-et-repos-92/
950016147;950780353;52525480100018;LES JARDINS D'IROISE DE BELLEFONTAINE;9 R DES SABLONS;95270;BELLEFONTAINE;95;Non renseigné;;;0;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/les-jardins-d-iroise-de-bellefontaine-95/
950011858;950807206;34055522600026;LES JARDINS D'IROISE DE ST GRATIEN;47 BD PASTEUR;95210;ST GRATIEN;95;Non renseigné;;D;3;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/les-jardins-d-iroise-de-st-gratien-95/
770810422;770803443;31725143700016;MAISON DE RETRAITE CHATEAU DE MALNOUE;56 AV CHARLES BRAS;77184;EMERAINVILLE;77;Non renseigné;;B;1;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/maison-de-retraite-chateau-de-malnoue-77/
770813731;770813749;37987407600027;PETITE UNITE DE VIE LA PETITE MAISON;18 R PASTEUR;77173;CHEVRY COSSIGNY;77;Non renseigné;;B;1;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/petite-unite-de-vie-la-petite-maison-77/
